codeexterne;type_organisme;abreviation;denomination_sociale;denomination_commerciale;numeroidentification;localisation_potentielle;intitule;duree;Courte;moyenne;longue;qualifiante;certifiante;public;condition_specifique
0446476944-55135;Enseignement pour Adultes;I.L.L.E.P.S.;Institut libre luxembourgeois d'Enseignement de Promotion sociale;;446476944;Vielsalm;Initiation à l'informatique;1 Heures;OUI;NON;NON;NON;OUI;Chercheur d'emploi;
0446476944-57859;Enseignement pour Adultes;I.L.L.E.P.S.;Institut libre luxembourgeois d'Enseignement de Promotion sociale;;446476944;Virton;Initiation à l'informatique;1 Heures;OUI;NON;NON;NON;OUI;Chercheur d'emploi;
0850030497-55312;Enseignement pour Adultes;;ETABLISSEMENT D'ENSEIGNEMENT POUR ADULTES ET DE FORMATION CONTINUE, EAFC VIELSALM - STAVELOT - MANHAY;;850030497;Stavelot;Initiation aux logiciels;1 Heures;OUI;NON;NON;NON;OUI;Chercheur d'emploi;
0850030497-55312;Enseignement pour Adultes;;ETABLISSEMENT D'ENSEIGNEMENT POUR ADULTES ET DE FORMATION CONTINUE, EAFC VIELSALM - STAVELOT - MANHAY;;850030497;Vielsalm;Initiation aux logiciels;1 Heures;OUI;NON;NON;NON;OUI;Chercheur d'emploi;
0850030497-57955;Enseignement pour Adultes;;ETABLISSEMENT D'ENSEIGNEMENT POUR ADULTES ET DE FORMATION CONTINUE, EAFC VIELSALM - STAVELOT - MANHAY;;850030497;Stavelot;Traitement de l'image: Niveau élémentaire;1 Heures;OUI;NON;NON;NON;OUI;Chercheur d'emploi;
0850030497-57955;Enseignement pour Adultes;;ETABLISSEMENT D'ENSEIGNEMENT POUR ADULTES ET DE FORMATION CONTINUE, EAFC VIELSALM - STAVELOT - MANHAY;;850030497;Vielsalm;Traitement de l'image: Niveau élémentaire;1 Heures;OUI;NON;NON;NON;OUI;Chercheur d'emploi;
0850030497-44570;Enseignement pour Adultes;;ETABLISSEMENT D'ENSEIGNEMENT POUR ADULTES ET DE FORMATION CONTINUE, EAFC VIELSALM - STAVELOT - MANHAY;;850030497;Stavelot;Traitement de l'image: Niveau moyen;1 Heures;OUI;NON;NON;NON;OUI;Chercheur d'emploi;
0850030497-44570;Enseignement pour Adultes;;ETABLISSEMENT D'ENSEIGNEMENT POUR ADULTES ET DE FORMATION CONTINUE, EAFC VIELSALM - STAVELOT - MANHAY;;850030497;Vielsalm;Traitement de l'image: Niveau moyen;1 Heures;OUI;NON;NON;NON;OUI;Chercheur d'emploi;
2169288697-57787;Enseignement pour Adultes;;;Athenée Provinciale Jean d'Avesne - PromSoc Secondaire Mons Borinage;2169288697;Mons;Utilisation d'un smartphone;1 Heures;OUI;NON;NON;NON;OUI;Chercheur d'emploi;
0850027331-57782;Enseignement pour Adultes;;INSTITUT D'ENSEIGNEMENT DE PROMOTION SOCIALE DE LA COMMUNAUTE FRANCAISE;;850027331;Fléron;Community manager : bases et traitement de séquences vidéos;100 Heures;NON;OUI;NON;OUI;OUI;Chercheur d'emploi;
0850023965-20759;Enseignement pour Adultes;;ETABLISSEMENT D'ENSEIGNEMENT POUR ADULTES ET DE FORMATION CONTINUE EAFC SUD-LUXEMBOURG;;850023965;Arlon;Informatique : administration et gestion et sécurisation des réseaux;100 Heures;NON;OUI;NON;OUI;NON;Chercheur d'emploi;
0446476944-53263;Enseignement pour Adultes;I.L.L.E.P.S.;Institut libre luxembourgeois d'Enseignement de Promotion sociale;;446476944;Virton;INITIATION A  L'IMPRESSION 3D;100 Heures;NON;OUI;NON;NON;OUI;Chercheur d'emploi;
0850021985-46855;Enseignement pour Adultes;;EAFC - Enseignement pour Adultes et de Formation Continue;;850021985;Frameries;LINUX;100 Heures;NON;OUI;NON;OUI;NON;Chercheur d'emploi;
0850023965-20763;Enseignement pour Adultes;;ETABLISSEMENT D'ENSEIGNEMENT POUR ADULTES ET DE FORMATION CONTINUE EAFC SUD-LUXEMBOURG;;850023965;Arlon;Programmation orientée Java et Java Script;100 Heures;NON;OUI;NON;OUI;OUI;Chercheur d'emploi;
0850015849-42520;Enseignement pour Adultes;;I.E.P.S. FEDERATION WALLONIE-BRUXELLES;;850015849;Ans;UTILISATION D'UN SMARTPHONE/D'UNE TABLETTE;100 Heures;NON;OUI;NON;NON;OUI;Chercheur d'emploi;
0850027331-36460;Enseignement pour Adultes;;INSTITUT D'ENSEIGNEMENT DE PROMOTION SOCIALE DE LA COMMUNAUTE FRANCAISE;;850027331;Fléron;Brevet d'Enseignement Supérieur de Webdeveloper;1040 Heures;NON;NON;OUI;OUI;NON;Chercheur d'emploi;
0422068279-16744;CISP DéFI Centre d'insertion socioprofessionnelle;ADEPPI;Atelier d'Education permanente pour Personnes Incarcérées;;422068279;Mons;Initiation à l'informatique -  prison des femmes de Mons;106 Heures;NON;NON;OUI;NON;NON;Chercheur d'emploi;
INGRIL;FOREM Office wallon de la formation professionnelle et de l'emploi;FOREM;Office wallon de la Formation professionnelle et de l'Emploi;;236363165;Charleroi;Graphic designer;1116 Heures;NON;NON;OUI;OUI;OUI;Chercheur d'emploi;InDesign/Illustrator/Photoshop
INGRIL;FOREM Office wallon de la formation professionnelle et de l'emploi;FOREM;Office wallon de la Formation professionnelle et de l'Emploi;;236363165;Charleroi;Graphic designer;1116 Heures;NON;NON;OUI;OUI;OUI;Travailleur;InDesign/Illustrator/Photoshop
0461861441-58172;CISP DéFI Centre d'insertion socioprofessionnelle;S.I.M.A. Charleroi;SERVICE INSERTION INTEGRATION, MISSIONS ACTIONS;;461861441;Charleroi;Cyber intégration;1132 Heures;NON;NON;OUI;OUI;OUI;Chercheur d'emploi;
1297-0001-0003;Cheque-formation;CeREF;Centre de Recherche,d'Etude et de Formation Continue de la HELHA;;851178859;Mons;Certificat en e-communication - FAD;114 Heures;NON;OUI;NON;NON;NON;Travailleur;"- Les participants doivent au minimum être détenteurs d'un bachelier ou passer par une admission particulière (VAE).

Formation exclusivement réservée : 

- Aux cadres communication / marketing, chargé(es) de communication / marketing, responsable éditoriaux, web managers, responsables de transition digitale, chefs de projet web, Community managers

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0687-0001-0081;Cheque-formation;;Institut Catholique des Hautes Etudes Commerciales;;409842420;Woluwe-Saint-Pierre;Certificat en Data Management;115 Heures;NON;OUI;NON;NON;NON;Travailleur;"- Le Certificat est accessible aux détenteurs du Certificat en Management, d'un Certificat en Marketing Stratégique ou Marketing Digital ou d'un diplôme de niveau supérieur dans le domaine du management stratégique ou du marketing stratégique. 

- Les candidats peuvent aussi postuler sur base d'une expérience professionnelle probante. L'acceptation de la candidature se fait sur dossier.

Formation exclusivement réservée : 

- Aux jeunes diplômés qui désirent progresser vers un poste de Data Manager
- Aux managers à qui l'on confie des projets de Data Management
- Aux responsables marketing désirant maîtriser l'importance du Data dans leur métier
- Aux profils technologiques, codeurs, data scientists qui désirent une vision stratégique du Data Management
- Aux consultants souhaitant développer une compétence en gestion des data

Sont exclus : 

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0850029806-58055;Enseignement pour Adultes;;Etablissement d'Enseignement pour Adultes et de formation continue  Ardenne Bleue;;850029806;Dison;Technicien en Photographie / Technicienne en Photographie;1160 Heures;NON;NON;OUI;OUI;NON;Chercheur d'emploi;
0207656610-21027;Enseignement pour Adultes;;Province du Hainaut;;207656610;La Louvière;Technicien en Photographie / Technicienne en Photographie;1160 Heures;NON;NON;OUI;OUI;NON;Chercheur d'emploi;
0410148959-24089;Enseignement pour Adultes;;Comite Organisateur des Instituts Saint-Luc de Liège;;410148959;Liège;Technicien en Photographie / Technicienne en Photographie;1160 Heures;NON;NON;OUI;OUI;NON;Chercheur d'emploi;
0057-0001-0654;Cheque-formation;;Centre IFAPME Liège - Huy - Verviers;;420404235;Liège;ACCESS - MACROS ET MODULES;12 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Bonne maîtrise de Windows</li>
<li>Connaissance de base en Access</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux commerçants, artisans, dirigeants/directeurs de PME, industriels, cadres et employés de PME, titulaires de professions libérales et prestataires de services</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation),
les étudiants,les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0055-0001-0516;Cheque-formation;Centre P.M.E. Formation;Centre IFAPME de Charleroi;;409147186;Charleroi;Améliorez votre site et augmenter votre retour sur investissement avec Google Analytics - FAD;12 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Windows - Internet.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux commerçants, artisans, dirigeants de PME, cadres et employés en PME, titulaires de professions libérales et prestatarires de services, tous secteurs confondus.</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0057-0001-1650;Cheque-formation;;Centre IFAPME Liège - Huy - Verviers;;420404235;Liège;Analysez des performances web avec Google Analytics;12 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Savoir manipuler un ordinateur</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux travailleurs indépendants et employés d’entreprises chargés de webmarketing ou de communication, e-commerçants, entrepreneurs, travailleurs souhaitant analyser la performance de leur site web et en connaître davantage sur le comportement des visiteurs</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0055-0001-0868;Cheque-formation;Centre P.M.E. Formation;Centre IFAPME de Charleroi;;409147186;Charleroi;Booster la croissance de votre entreprise grâce au growth hacking - FAD;12 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Manipulation d'un ordinateur, pratique de l'environnement Widows, Linux ou similaire, un minimum de pratique du texte et de l'image - minimum de connaissances de marketing de base.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux commerçants, artisans, dirigeants de PME, industriels, cadres et employés en PME, titulaires de professions libérales et prestataires de services</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0057-0001-3024;Cheque-formation;;Centre IFAPME Liège - Huy - Verviers;;420404235;Liège;Créer du contenu pour sa chaine YouTube;12 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Il est préférable d’être familiarisé avec le web et d’avoir un projet de présence sur les réseaux sociaux.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux commerçants, artisans, dirigeants d’entreprises, industriels, cadres, employés de PME, indépendants, titulaires de professions libérales, prestataires de services qui dans le cadre de leurs activités professionnelles doivent rester en phase avec l’évolution et l’utilisation des réseaux sociaux</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0057-0001-1720;Cheque-formation;;Centre IFAPME Liège - Huy - Verviers;;420404235;Liège;Créer et animer son blog professionnel;12 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Avoir l'utilisation la base d'un explorateur web.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux commerçants, artisans, dirigeants d’entreprises, industriels, cadres, employés en entreprises, indépendants, titulaires de professions libérales, prestataires de services et métiers impliqués dans les actions marketing ou de communication de son entreprise</li>
</ul>
<p>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0057-0001-0786;Cheque-formation;;Centre IFAPME Liège - Huy - Verviers;;420404235;Liège;Créer sa boutique en ligne avec Woo-Commerce;12 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Avoir les connaissances de base en WordPress</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux commerçants, artisans, dirigeants d’entreprise, industriels, cadres, employés en entreprises, titulaires de professions libérales, indépendants et prestataires de services, travailleurs qui dans le cadre de leurs activités professionnelles doivent créer une boutique en ligne avec Woo-Commerce</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants,les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
0021-0001-0394;Cheque-formation;;Centre IFAPME Namur/Brabant wallon;;409139169;Namur;Créer son site internet;12 Heures;OUI;NON;NON;NON;NON;Travailleur;"<ul>
<li>Savoir manipuler un ordinateur, pratique de l'environnement Windows.</li>
</ul>
<p>
Formation exclusivement réservée :
<p>
<ul>
<li>Aux commerçants, artisans, dirigeants de PME, industriels, cadres et employés en PME, titulaires de professions libérales et prestataires de services</li>
</ul>
<p>
Sont exclus :
<p>
Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi  que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public.


Sont exclus :

Les demandeurs d’emploi et les personnes en Plan Formation-Insertion (PFI - en période de formation), les étudiants, les apprentis et les stagiaires en entreprise ainsi que tout travailleur de l’Etat Fédéral, des Communautés, des Régions ainsi que des Provinces et des Communes et des organismes institués par ces derniers et des organismes d’intérêt public."
